Date,Adj Close,Close,High,Low,Open,Volume
,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
2025-12-28,87835.8359375,87835.8359375,87986.890625,87394.953125,87799.34375,15156557929
2025-12-29,87138.140625,87138.140625,90299.15625,86717.9140625,87835.7890625,48411625849
2025-12-30,88430.1328125,88430.1328125,89297.9375,86735.546875,87134.3515625,35586356225
2025-12-31,87508.828125,87508.828125,89080.2890625,87130.5625,88429.5859375,33830210616
2026-01-01,88731.984375,88731.984375,88803.2265625,87399.40625,87508.046875,18849043990
2026-01-02,89944.6953125,89944.6953125,90884.4609375,88298.6171875,88733.0625,46398906171
2026-01-03,90603.1875,90603.1875,90679.5703125,89328.0703125,89945.0546875,20774828592
2026-01-04,91413.4921875,91413.4921875,91712.5859375,90595.1015625,90603.0,26770491368
2026-01-05,93882.5546875,93882.5546875,94762.0703125,91414.625,91414.625,53376407252
2026-01-06,93729.03125,93729.03125,94395.296875,91286.546875,93876.9453125,52430605257
2026-01-07,91308.0546875,91308.0546875,93738.7890625,90601.8046875,93727.46875,43461295053
2026-01-08,91027.125,91027.125,91485.8515625,89233.875,91309.640625,42386697030
2026-01-09,90513.1015625,90513.1015625,91910.671875,89625.3828125,91026.2734375,38305906684
2026-01-10,90386.6484375,90386.6484375,90713.03125,90283.3984375,90510.1015625,12385895282
2026-01-11,90827.4609375,90827.4609375,91155.2265625,90212.0234375,90385.359375,17165568977
2026-01-12,91192.9921875,91192.9921875,92395.5234375,90055.0234375,90825.859375,41346275358
2026-01-13,95321.78125,95321.78125,96011.625,90941.9296875,91185.3359375,54980674354
2026-01-14,96929.328125,96929.328125,97860.6015625,94583.046875,95322.90625,60592490863
2026-01-15,95551.1875,95551.1875,97150.171875,95103.2421875,96931.2890625,53086363027
2026-01-16,95525.1171875,95525.1171875,95801.890625,94259.2734375,95554.1015625,33248170537
2026-01-17,95099.921875,95099.921875,95598.4765625,95005.6171875,95525.15625,16021715122
2026-01-18,93634.4296875,93634.4296875,95491.5078125,93588.8671875,95101.1796875,20809781232
2026-01-19,92553.59375,92553.59375,93660.828125,92089.25,93655.671875,39195241508
2026-01-20,88310.90625,88310.90625,92798.4296875,87814.9296875,92553.6015625,53072968031
2026-01-21,89376.9609375,89376.9609375,90430.40625,87231.5703125,88326.5078125,56330422434
2026-01-22,89462.453125,89462.453125,90258.9609375,88438.4453125,89378.5234375,35549685694
2026-01-23,89503.875,89503.875,91100.25,88486.359375,89462.046875,38997586037
2026-01-24,89110.734375,89110.734375,89811.609375,89044.2890625,89506.1484375,14558687712
2026-01-25,86572.21875,86572.21875,89193.1484375,86003.7109375,89104.765625,36124986722
2026-01-26,88267.140625,88267.140625,88743.0703125,86429.2890625,86566.5234375,45329286974
2026-01-27,89102.5703125,89102.5703125,89427.125,87228.921875,88257.4765625,38744942267
2026-01-28,89184.5703125,89184.5703125,90439.2890625,88721.4609375,89104.046875,39807419296
2026-01-29,84561.5859375,84561.5859375,89200.78125,83250.6015625,89169.8515625,64653083162
2026-01-30,84128.65625,84128.65625,84602.1640625,81071.4765625,84562.7265625,72083816087
2026-01-31,78621.1171875,78621.1171875,84136.921875,75815.8828125,84126.5,70479259159
2026-02-01,76974.4453125,76974.4453125,79322.609375,75698.8984375,78626.125,53372509744
2026-02-02,78688.765625,78688.765625,79258.609375,74551.3359375,76968.875,75140589684
2026-02-03,75633.546875,75633.546875,79118.8515625,72897.140625,78693.5078125,68249110822
2026-02-04,73019.703125,73019.703125,76864.65625,71779.9296875,75640.09375,67215363944
2026-02-05,62702.09765625,62702.09765625,73161.5546875,62353.53515625,73016.375,125509410908
2026-02-06,70555.390625,70555.390625,71681.3046875,60074.203125,62704.453125,114674259489
2026-02-07,69281.96875,69281.96875,71611.1484375,67364.4453125,70553.796875,62347107663
2026-02-08,70264.7265625,70264.7265625,72206.90625,68852.8984375,69283.7265625,39721722619
2026-02-09,70120.78125,70120.78125,71369.96875,68291.03125,70243.328125,52081598792
2026-02-10,68793.9609375,68793.9609375,70464.265625,67913.09375,70137.390625,40593063077
2026-02-11,66991.96875,66991.96875,69242.6796875,65757.3046875,68791.859375,49671946030
2026-02-12,66221.84375,66221.84375,68339.4921875,65092.109375,66992.1953125,44651071271
2026-02-13,68857.84375,68857.84375,69382.8359375,65835.78125,66213.375,40820775886
2026-02-14,69767.625,69767.625,70481.1640625,68706.6171875,68856.984375,36012397645
2026-02-15,68788.1875,68788.1875,70939.2890625,68052.546875,69764.953125,40191152750
2026-02-16,68843.15625,68843.15625,70067.234375,67301.5859375,68782.3984375,33618145426
2026-02-17,67494.21875,67494.21875,69201.8671875,66615.28125,68843.09375,34866936040
2026-02-18,66425.3203125,66425.3203125,68434.4296875,65845.8984375,67488.0234375,33094301643
2026-02-19,66957.5234375,66957.5234375,67277.125,65637.4296875,66425.625,31492987019
2026-02-20,68005.421875,68005.421875,68269.03125,66452.484375,66958.578125,47507867304
2026-02-21,68003.765625,68003.765625,68657.703125,67533.0703125,68000.25,18357635642
2026-02-22,67659.390625,67659.390625,68235.2265625,67185.6015625,67998.828125,17893536012
2026-02-23,64616.73828125,64616.73828125,67668.4296875,63924.4375,67668.4296875,50953457309
2026-02-24,64080.04296875,64080.04296875,64992.15625,62553.1875,64616.015625,40849331086
2026-02-25,67960.125,67960.125,69953.53125,63942.484375,64077.76953125,53629234355
2026-02-26,67453.7734375,67453.7734375,68843.3515625,66523.734375,67954.8671875,42988597523
2026-02-27,65881.796875,65881.796875,68220.40625,64946.03515625,67456.515625,40283655942
2026-02-28,66995.859375,66995.859375,67714.5234375,63062.21875,65878.9296875,42041497112
2026-03-01,65738.1015625,65738.1015625,68162.8203125,65076.73046875,67005.8828125,40733141929
2026-03-02,68775.8515625,68775.8515625,70044.0,65303.13671875,65734.078125,56698092052
2026-03-03,68293.6484375,68293.6484375,69232.890625,66237.6171875,68785.078125,47947999049
2026-03-04,72710.578125,72710.578125,74051.8046875,67437.40625,68290.5625,75073101274
2026-03-05,70841.125,70841.125,73555.7890625,70654.8828125,72712.65625,51172841727
2026-03-06,68136.4921875,68136.4921875,71378.5703125,67757.8203125,70842.15625,43776962871
2026-03-07,67272.59375,67272.59375,68515.1640625,66969.2578125,68136.6875,23258701211
2026-03-08,65969.78125,65969.78125,68177.7890625,65639.1953125,67272.5,33195080116
2026-03-09,68402.3828125,68402.3828125,69474.9453125,65858.0078125,65969.5859375,49499875378
2026-03-10,69926.921875,69926.921875,71770.8984375,68402.71875,68402.71875,54003996096
2026-03-11,70204.8828125,70204.8828125,71337.6640625,68998.8671875,69931.25,45236859848
2026-03-12,70493.4609375,70493.4609375,70775.828125,69230.15625,70209.765625,40871848129
2026-03-13,70968.265625,70968.265625,73927.328125,70410.7265625,70497.046875,61167226505
2026-03-14,71214.625,71214.625,71291.203125,70339.5859375,70965.3828125,22283546496
2026-03-15,72789.9140625,72789.9140625,73173.0078125,70882.421875,71213.6796875,27991268669
2026-03-16,74861.0859375,74861.0859375,74901.859375,72300.6328125,72798.171875,55572438409
2026-03-17,73922.4765625,73922.4765625,75988.3984375,73444.2265625,74855.296875,49500721728
2026-03-18,71245.578125,71245.578125,74658.9765625,70503.859375,73936.8515625,46229011155
2026-03-19,69912.7890625,69912.7890625,71598.84375,68805.5234375,71250.3515625,44631433398
2026-03-20,70522.5859375,70522.5859375,71346.796875,69398.8828125,69911.53125,38299078407
2026-03-21,68711.5234375,68711.5234375,71051.2734375,68602.9140625,70522.46875,21109354718
2026-03-22,67845.2109375,67845.2109375,69561.7734375,67372.875,68737.4453125,30108051508
2026-03-23,70914.859375,70914.859375,71782.2578125,67458.84375,67843.0,51508669357
2026-03-24,70517.859375,70517.859375,71371.3046875,68920.6953125,70912.671875,40181522399
2026-03-25,71309.8828125,71309.8828125,71985.7421875,70383.59375,70520.046875,35409791747
2026-03-26,68791.625,68791.625,71410.390625,68118.3515625,71310.1171875,38962070215
2026-03-27,66338.375,66338.375,69117.53125,65532.5703125,68790.8359375,46483453594
2026-03-28,66319.6953125,66319.6953125,67232.859375,65906.7421875,66338.5,20924883455
2026-03-29,65954.921875,65954.921875,67052.953125,64971.70703125,66319.6953125,21645889785
2026-03-30,66691.4453125,66691.4453125,68087.2890625,65759.8046875,65958.3515625,37694994180
2026-03-31,68233.3125,68233.3125,68495.2734375,65950.4375,66694.5859375,42997691338
2026-04-01,68078.5546875,68078.5546875,69230.359375,67555.359375,68232.890625,36465393617
2026-04-02,66888.5703125,66888.5703125,68633.1484375,65725.2578125,68077.8984375,39323384518
2026-04-03,66931.1015625,66931.1015625,67296.234375,66281.5390625,66889.015625,22815543346
2026-04-04,67290.515625,67290.515625,67515.015625,66769.640625,66938.6484375,15878814963
2026-04-05,68981.8984375,68981.8984375,69087.65625,66610.6328125,67291.1953125,22972648674
2026-04-06,68859.828125,68859.828125,70305.421875,68347.078125,68982.9140625,39542143229
2026-04-07,71940.703125,71940.703125,72732.4296875,67740.5078125,68859.375,44650511480
2026-04-08,71123.359375,71123.359375,72825.1875,70707.46875,71950.1484375,42444631703
2026-04-09,71767.828125,71767.828125,73107.265625,70486.359375,71120.5703125,38799581473
2026-04-10,72979.046875,72979.046875,73440.1171875,71434.828125,71774.3671875,37722595732
2026-04-11,73054.2734375,73054.2734375,73784.234375,72556.3359375,72976.125,23287073965
2026-04-12,70753.40625,70753.40625,73154.03125,70540.5703125,73056.046875,29882740487
2026-04-13,74484.640625,74484.640625,74896.3125,70588.5234375,70757.6171875,52278211554
2026-04-14,74181.609375,74181.609375,76061.7578125,73877.203125,74478.3984375,53540826530
2026-04-15,74805.078125,74805.078125,75409.2734375,73549.203125,74182.0234375,38090174312
2026-04-16,75152.1328125,75152.1328125,75506.5703125,73346.265625,74810.875,41312783855
2026-04-17,77126.875,77126.875,78320.6796875,74558.6015625,75164.0390625,54137194839
2026-04-18,75726.2109375,75726.2109375,77416.703125,75504.9453125,77136.046875,26014416776
2026-04-19,73856.3515625,73856.3515625,76243.09375,73802.3828125,75723.6953125,30931515195
2026-04-20,75872.5234375,75872.5234375,76575.359375,73775.5703125,73854.25,39674447916
2026-04-21,76352.7734375,76352.7734375,76881.4765625,74852.671875,75872.828125,36453522626
2026-04-22,78203.1015625,78203.1015625,79468.0,76159.578125,76354.21875,48336654537
2026-04-23,78268.953125,78268.953125,78676.9375,77014.453125,78203.875,40354900916
2026-04-24,77455.3125,77455.3125,78554.09375,77318.4453125,78263.8203125,32784213526
2026-04-25,77612.015625,77612.015625,77882.640625,77184.6640625,77457.2109375,16702933134
2026-04-26,78657.5390625,78657.5390625,78923.5625,77334.890625,77613.1171875,21482934750
2026-04-27,77366.625,77366.625,79488.171875,76481.34375,78661.015625,38135631927
2026-04-28,76350.671875,76350.671875,77483.8671875,75673.6015625,77368.1171875,32056900880
2026-04-29,75776.1328125,75776.1328125,77884.96875,74958.5703125,76350.6875,41460907886
2026-04-30,76304.3203125,76304.3203125,76611.484375,75318.984375,75778.6328125,29497862305
2026-05-01,78179.0,78179.0,78894.9765625,76294.6953125,76305.0546875,39164328894
2026-05-02,78657.25,78657.25,79119.7890625,78031.9609375,78177.75,16761531851
2026-05-03,78538.2265625,78538.2265625,79402.359375,78073.078125,78656.7265625,20544392639
2026-05-04,79827.90625,79827.90625,80742.359375,78217.9609375,78540.2890625,54325085296
2026-05-05,80927.0546875,80927.0546875,81751.453125,79787.578125,79823.53125,39700107376
2026-05-06,81427.53125,81427.53125,82792.2109375,80751.0234375,80930.734375,41751540000
2026-05-07,80009.9921875,80009.9921875,81684.953125,79522.65625,81428.8515625,36931193154
2026-05-08,80186.765625,80186.765625,80447.265625,79205.515625,80009.625,33789351540
2026-05-09,80664.3671875,80664.3671875,81030.0625,80119.9296875,80187.7421875,18102086996
2026-05-10,82138.9296875,82138.9296875,82430.171875,80274.1328125,80665.609375,26965971077
2026-05-11,81728.296875,81728.296875,82326.234375,80451.421875,82139.046875,32409774919
2026-05-12,80477.4921875,80477.4921875,81753.03125,79832.1015625,81725.3515625,32186688600
2026-05-13,79277.1171875,79277.1171875,81276.671875,78725.5078125,80476.7890625,34075428359
2026-05-14,81051.25,81051.25,82005.9609375,78909.6796875,79276.9453125,43731663431
2026-05-15,79065.6796875,79065.6796875,81634.84375,78635.3671875,81046.8671875,38183347368
2026-05-16,78131.4375,78131.4375,79173.5,77630.734375,79066.0,25895799905
2026-05-17,77429.3515625,77429.3515625,78539.3984375,76783.4140625,78133.5859375,20900166465
2026-05-18,76954.171875,76954.171875,77749.3203125,76029.2265625,77426.34375,41520471808
2026-05-19,76750.90625,76750.90625,77346.8671875,76082.3671875,76954.75,26031898332
2026-05-20,77457.7734375,77457.7734375,77775.5703125,76463.6484375,76749.453125,26668360936
2026-05-21,77539.171875,77539.171875,78100.5625,76655.4375,77462.5078125,27141485404
2026-05-22,75488.2421875,75488.2421875,77819.453125,75323.875,77538.1171875,27859040109
2026-05-23,76673.3671875,76673.3671875,77288.1171875,74255.234375,75488.3125,29973220002
2026-05-24,76981.125,76981.125,77372.5390625,76019.890625,76670.65625,20572738918
2026-05-25,77279.9296875,77279.9296875,77804.921875,76833.0390625,76981.125,19808387601
2026-05-26,75825.734375,75825.734375,77990.8671875,75569.46875,77280.125,35999475458
2026-05-27,74344.703125,74344.703125,76014.296875,74136.5,75825.3046875,33802172927
2026-05-28,73536.5546875,73536.5546875,74460.125,72493.4140625,74339.5703125,40148145327
2026-05-29,73372.5234375,73372.5234375,74218.5625,72435.625,73537.03125,34457929250
2026-05-30,73754.8359375,73754.8359375,74020.7578125,73125.234375,73370.8515625,19563589191
2026-05-31,73579.6875,73579.6875,74153.5,73315.015625,73753.75,17445435650
2026-06-01,71319.7734375,71319.7734375,73969.5703125,70599.5078125,73580.2109375,43378836121
2026-06-02,66703.65625,66703.65625,71334.953125,66127.265625,71321.03125,54990073882
