time,open,high,low,close,tick_volume,spread,real_volume,EMA_2,EMA_4,EMA_8,EMA_16,EMA_32,EMA_64,EMA_128,EMA_360,EMA_720,EMA_1440,EMA_2_ANGLE,EMA_4_ANGLE,EMA_8_ANGLE,EMA_16_ANGLE,EMA_32_ANGLE,EMA_64_ANGLE,EMA_128_ANGLE,EMA_360_ANGLE,EMA_720_ANGLE,EMA_1440_ANGLE,SPREAD_2_4,SPREAD_4_8,SPREAD_8_16,SPREAD_16_32,SPREAD_32_64,SPREAD_64_128,SPREAD_128_360,SPREAD_360_720,SPREAD_720_1440,EMA_COMPRESSION,VWAP,VWAP_DISTANCE,VWAP_DISTANCE_PCT,VWAP_ANGLE,VWAP_ABOVE,RSI_14,ATR_14,MACD,MACD_SIGNAL,MACD_HIST,RETURN_1,RETURN_5,RETURN_20,RS_SCORE,TREND_SCORE,COMPRESSION_SCORE,MOMENTUM_SCORE,ALPHA_SCORE,DAY_QUARTER_POSITION,DAY_QUARTER_ZONE,PREV_HIGH_20,PREV_LOW_20,LIQUIDITY_SWEEP_HIGH,LIQUIDITY_SWEEP_LOW,ROUND_NUMBER,ROUND_DISTANCE,ROUND_DISTANCE_PCT,LIQUIDITY_SCORE,STRUCTURE_SCORE,STRUCTURE_STATE,FEAR_SCORE,BODY,RANGE,UPPER_WICK,LOWER_WICK,BODY_RATIO,UPPER_WICK_RATIO,LOWER_WICK_RATIO,BULLISH_CANDLE,BEARISH_CANDLE,HAMMER,SHOOTING_STAR,ENGULFING_BULL,ENGULFING_BEAR,PATTERN_SCORE,EMA_FAN_BULL,EMA_FAN_BEAR,TREND_EXHAUSTION,TREND_ENGINE_SCORE,SWING_HIGH,SWING_LOW,LAST_SWING_HIGH,LAST_SWING_LOW,BOS_BULL,BOS_BEAR,CHOCH_BULL,CHOCH_BEAR,FVG_BULL,FVG_BEAR,LIQUIDITY_GRAB_HIGH,LIQUIDITY_GRAB_LOW,SMART_MONEY_SCORE,MTF_SHORT_TREND,MTF_MEDIUM_TREND,MTF_SCORE,AI_BASE_SCORE,AI_SIGNAL,RISK_LEVEL,FINAL_DECISION,POSITION_SIZE_LEVEL,STOP_LOSS,TAKE_PROFIT
2026-06-25 05:20:00,29664.9,29683.6,29653.5,29661.0,1123,100,0,29661.0,29661.0,29661.0,29661.0,29661.0,29661.0,29661.0,29661.0,29661.0,29661.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29666.033333333336,-5.033333333336486,-0.016966654344316854,,False,,,0.0,0.0,0.0,,,,0.0,0,99.8,0,29.939999999999998,,UNKNOWN,,,False,False,29700.0,-39.0,-0.1314857894204511,20,27.451,WEAK,20,3.900000000001455,30.099999999998545,18.69999999999709,7.5,0.12956810631234697,0.6212624584716941,0.24916943521595888,False,True,False,True,False,False,-25,False,False,False,0,False,False,,,False,False,False,False,False,False,False,False,0,NEUTRAL,NEUTRAL,-30,9.84775,SELL,MEDIUM,SELL,NONE,,
2026-06-25 05:25:00,29661.3,29690.0,29657.5,29679.8,1010,100,0,29673.533333333333,29668.519999999997,29665.17777777778,29663.21176470588,29662.139393939397,29661.578461538462,29661.29147286822,29661.104155124656,29661.052149791958,29661.02609299098,12.533333333332848,7.519999999996799,4.177777777778829,2.2117647058803414,1.139393939396541,0.5784615384618519,0.2914728682189889,0.10415512465624488,0.052149791958072456,0.026092990978213493,5.01333333333605,3.34222222221797,1.9660130718984874,1.0723707664838003,0.5609324009346892,0.286988670242863,0.187317743562744,0.052005332698172424,0.026056800979858963,1.3896933713727373,29670.642178465383,9.157821534616232,0.030864925266979478,4.608845132046554,True,,,1.4997150997151039,0.2999430199430208,1.199772079772083,0.0006338289336165204,,,0.012676578672330407,100,99.6,60,87.88,,UNKNOWN,,,False,False,29700.0,-20.200000000000728,-0.06805975781508207,20,78.102,STRONG_BULL,0,18.5,32.5,10.200000000000728,3.7999999999992724,0.5692307692307692,0.31384615384617626,0.11692307692305454,True,False,False,False,False,False,0,True,False,False,90,False,False,,,False,False,False,False,False,False,False,False,0,BULL,BULL,100,74.49549999999999,BUY,MEDIUM,WAIT,NONE,,
2026-06-25 05:30:00,29679.9,29690.5,29671.1,29684.1,1018,100,0,29680.577777777777,29674.751999999997,29669.382716049386,29665.669204152247,29663.470339761254,29662.271431952664,29661.645093443905,29661.23155592729,29661.116082802244,29661.058117844565,7.044444444443798,6.231999999999971,4.204938271606807,2.4574394463670615,1.3309458218573127,0.6929704142021365,0.35362057568636374,0.12740080263392883,0.06393301028583664,0.032024853586335666,5.8257777777798765,5.369283950611134,3.7135118971382326,2.198864390993549,1.1989078085898655,0.6263385087586357,0.4135375166151789,0.11547312504626461,0.05796495767935994,2.168851103690233,29674.27926584153,9.82073415846753,0.03309510593496473,3.6370873761479743,True,,,3.0006347351081786,0.8400813629760524,2.160553372132126,0.00014487968247767213,,,0.0028975936495534427,100,99.0,60,87.7,,UNKNOWN,,,False,False,29700.0,-15.900000000001455,-0.053564029227773306,20,77.955,STRONG_BULL,0,4.19999999999709,19.400000000001455,6.400000000001455,8.80000000000291,0.2164948453606585,0.32989690721654513,0.45360824742279643,True,False,False,False,False,False,0,True,False,False,90,False,False,,,False,False,False,False,False,False,False,False,0,BULL,BULL,100,74.41375,BUY,MEDIUM,WAIT,NONE,,
2026-06-25 05:35:00,29684.3,29691.5,29672.8,29681.6,952,100,0,29681.259259259255,29677.491199999997,29672.097668038412,29667.543415428452,29664.569107048454,29662.86615712335,29661.954471840123,29661.34440049279,29661.172903654387,29661.086628437424,0.6814814814788406,2.7391999999999825,2.7149519890263036,1.8742112762047327,1.0987672871997347,0.594725170685706,0.30937839621765306,0.11284456550129107,0.056820852143573575,0.028510592859674944,3.7680592592587345,5.393531961584813,4.5542526099598035,2.974308379998547,1.7029499251038942,0.9116852832266886,0.6100713473315409,0.1714968384039821,0.08627521696325857,2.241403424647918,29676.06293768787,5.537062312127091,0.01865834535987305,1.7836718463404395,True,,,3.9429434553094325,1.4606537814427285,2.482289673866704,-8.422017174181118e-05,,,-0.0016844034348362236,100,98.8,40,81.64,,UNKNOWN,,,False,False,29700.0,-18.400000000001455,-0.06199126731713067,20,73.006,BULL,0,2.7000000000007276,18.700000000000728,7.200000000000728,8.799999999999272,0.14438502673800122,0.38502673796793835,0.4705882352940604,False,True,False,False,False,False,0,True,False,False,90,True,False,29691.5,,False,False,False,False,False,False,False,False,0,BULL,BULL,100,71.6615,BUY,MEDIUM,WAIT,NONE,,
2026-06-25 05:40:00,29681.6,29683.9,29661.5,29669.0,954,100,0,29673.086419753083,29674.09472,29671.409297363207,29667.71477831922,29664.837646015214,29663.054890750325,29662.063704834847,29661.386813786463,29661.194615433433,29661.097611604062,-8.17283950617275,-3.3964799999957904,-0.6883706752050784,0.17136289076734101,0.2685389667603886,0.1887336269755906,0.10923299472415238,0.042413293671415886,0.021711779045290314,0.010983166637743125,-1.0083002469182247,2.685422636794101,3.694519043987384,2.8771323040054995,1.7827552648886922,0.9911859154781268,0.6768910483842774,0.19219835303010768,0.09700382937080576,1.5561565158730244,29675.195853931844,-6.195853931843885,-0.020878898196127524,-0.8670837560275686,False,,,3.6311574844694405,1.894754522048071,1.7364029624213695,-0.0004245054174976115,,,-0.008490108349952232,75,99.2,40,71.75999999999999,,UNKNOWN,,,False,False,29700.0,-31.0,-0.10448616400957228,20,64.104,BULL,20,12.599999999998545,22.400000000001455,2.3000000000029104,7.5,0.5624999999998985,0.10267857142869469,0.33482142857140684,False,True,False,False,False,False,0,False,False,False,50,False,False,29691.5,,False,False,False,False,False,False,False,False,0,NEUTRAL,BULL,70,54.465999999999994,WAIT,MEDIUM,WAIT,NONE,,
2026-06-25 05:45:00,29669.3,29678.8,29660.4,29675.1,943,100,0,29674.428806584358,29674.496832,29672.22945350472,29668.58362792872,29665.45960686278,29663.425509496472,29662.265817938183,29661.46278711729,29661.233187928763,29661.1170458697,1.34238683127478,0.4021119999997609,0.8201561415116885,0.8688496095019218,0.6219608475657878,0.370618746146647,0.20211310333615984,0.0759733308259456,0.038572495330299716,0.019434265639574733,-0.06802541564320563,2.2673784952821734,3.6458255759971507,3.1240210659416334,2.034097366307833,1.159691558288614,0.8030308208944916,0.22959918852575356,0.11614205906153074,1.4942012828824873,29674.60451111111,0.4954888888896676,0.0016697404971450956,-0.591342820735008,True,,,3.8321097012303653,2.28222555788453,1.5498841433458352,0.0002056018065994536,0.0004753717002123903,,0.01837318713836078,100,99.4,60,87.82,,UNKNOWN,,,False,False,29700.0,-24.900000000001455,-0.08390873156283031,20,78.053,STRONG_BULL,0,5.799999999999272,18.399999999997817,3.7000000000007276,8.899999999997817,0.3152173913043457,0.20108695652180253,0.4836956521738518,True,False,False,False,False,False,0,False,False,False,50,False,True,29691.5,29660.4,False,False,False,False,False,False,False,False,0,BULL,BULL,100,66.46825,WAIT,MEDIUM,WAIT,NONE,,
2026-06-25 05:50:00,29675.3,29688.3,29665.1,29685.5,975,100,0,29681.809602194786,29678.8980992,29675.178463837005,29670.57378934887,29666.674176143824,29664.10472458889,29662.62603781511,29661.595957271766,29661.30050224796,29661.150887582582,7.380795610428322,4.401267199998983,2.9490103322859795,1.9901614201480697,1.2145692810445325,0.6792150924193265,0.36021987692583934,0.13317015447682934,0.06731431919615716,0.033841712880530395,2.911502994786133,3.7196353629951773,4.6046744881350605,3.8996132050451706,2.569451554933039,1.4786867737821012,1.0300805433435016,0.29545502380642574,0.1496146653771575,2.2954127346893074,29675.30746475508,10.1925352449216,0.03434685641261552,0.7029536439695221,True,,,4.775509760496789,2.780882398406982,1.9946273620898065,0.00035046217198941854,0.00019204981165654722,,0.012770737789484786,100,98.6,60,87.58,,UNKNOWN,,,False,False,29700.0,-14.5,-0.04884539590035539,20,77.857,STRONG_BULL,0,10.200000000000728,23.200000000000728,2.7999999999992724,10.200000000000728,0.4396551724138107,0.12068965517237865,0.4396551724138107,True,False,False,False,False,False,0,True,False,False,90,False,False,29691.5,29660.4,False,False,False,False,False,False,False,False,0,BULL,BULL,100,74.35925,BUY,MEDIUM,WAIT,NONE,,
2026-06-25 05:55:00,29685.0,29696.6,29678.1,29692.6,894,100,0,29689.003200731597,29684.37885952,29679.04991631767,29673.165108249003,29668.245438195714,29664.98150229385,29663.090750407122,29661.767724821508,29661.387324710515,29661.194536593568,7.193598536810896,5.480760319998808,3.87145248066372,2.5913189001330466,1.5712620518897893,0.8767777049579308,0.4647125920128019,0.17176754974207142,0.08682246255557402,0.04364901098597329,4.624341211598221,5.328943202330265,5.884808068665734,4.919670053288428,3.2639359018648975,1.8907518867272302,1.3230255856142321,0.38040011099292315,0.19278811694675824,3.0898515708920766,29676.87443978481,15.725560215189034,0.052989273675354956,1.5669750297311111,True,,,6.026600863795466,3.430026091484679,2.5965747723107864,0.0002391740075120552,0.00028634858392195817,,0.01337393766789985,100,98.4,60,87.52,,UNKNOWN,,,False,False,29700.0,-7.400000000001455,-0.024922034446297918,20,77.808,STRONG_BULL,0,7.599999999998545,18.5,4.0,6.900000000001455,0.4108108108107322,0.21621621621621623,0.37297297297305165,True,False,False,False,False,False,0,True,False,False,90,False,False,29691.5,29660.4,True,False,False,False,False,False,False,False,25,BULL,BULL,100,78.082,BUY,MEDIUM,BUY,SMALL,,
2026-06-25 06:00:00,29692.6,29715.0,29687.8,29705.6,1043,100,0,29700.067733577198,29692.867315712,29684.949934913744,29676.980977866766,29670.50935103234,29666.231302223267,29663.749808540342,29662.010562911142,29661.509967360416,29661.256168048676,11.064532845601207,8.48845619200074,5.9000185960758245,3.815869617763383,2.263912836624513,1.2497999294173496,0.6590581332202419,0.24283808963446063,0.12264264990153606,0.0616314551079995,7.200417865198688,7.917380798255181,7.968957046978176,6.471626834427298,4.278048809072061,2.481493682924338,1.7392456292000134,0.5005955507258477,0.2537993117402948,4.3123961698357665,29679.908591412328,25.691408587670594,0.08656161628174361,3.0341516275184404,True,,,7.975158271063265,4.339052527400396,3.6361057436628688,0.00043781952405641533,0.0008085817476146673,,0.033013842909568325,100,98.2,60,87.46000000000001,,UNKNOWN,,,False,False,29700.0,5.599999999998545,0.018851664332646186,20,77.759,STRONG_BULL,0,13.0,27.200000000000728,9.400000000001455,4.799999999999272,0.47794117647057544,0.3455882352941619,0.17647058823526265,True,False,False,False,False,False,0,True,False,False,90,False,False,29691.5,29660.4,True,False,False,False,False,False,False,False,25,BULL,BULL,100,78.05475,BUY,MEDIUM,BUY,SMALL,,
2026-06-25 06:05:00,29706.0,29716.8,29699.9,29700.6,970,100,0,29700.422577859063,29695.9603894272,29688.427727155133,29679.759686353027,29672.33302672735,29667.2888006164,29664.321129338165,29662.224354806374,29661.618400183273,29661.310774338686,0.35484428186464356,3.0930737152011716,3.47779224138867,2.7787084862611664,1.8236756950100244,1.057498393132846,0.5713207978224091,0.21379189523213427,0.1084328228571394,0.05460629001026973,4.46218843186216,7.532662272067682,8.66804080210568,7.42665962567844,5.044226110949239,2.967671278234775,2.096774531790288,0.6059546231008426,0.30762584458716447,4.345755946708475,29682.44677528166,18.153224718338606,0.061158114274648935,2.538183869331988,True,,,9.01206041896512,5.273654105713341,3.7384063132517795,-0.00016831843154152537,0.0010650847686135556,,0.02858617442757616,100,98.0,60,87.4,,UNKNOWN,,,False,False,29700.0,0.5999999999985448,0.002020161208859568,20,77.71,STRONG_BULL,0,5.400000000001455,16.899999999997817,10.799999999999272,0.6999999999970896,0.3195266272190623,0.6390532544379093,0.0414201183430284,False,True,False,True,False,False,-25,True,False,False,90,False,False,29691.5,29660.4,True,False,False,False,True,False,False,False,40,BULL,BULL,100,80.2775,BUY,MEDIUM,BUY,SMALL,,
