time,open,high,low,close,tick_volume,spread,real_volume
2026-06-28 01:45:00,60083.2,60125.62,60046.6,60104.0,1040,1200,0
2026-06-28 01:50:00,60114.8,60135.02,60083.24,60086.41,1026,1200,0
2026-06-28 01:55:00,60086.43,60151.03,60086.43,60125.58,807,1200,0
2026-06-28 02:00:00,60125.58,60180.55,60114.86,60154.17,946,1200,0
2026-06-28 02:05:00,60154.15,60227.2,60134.01,60134.01,1286,1200,0
2026-06-28 02:10:00,60133.82,60177.08,59911.5,59936.39,1708,1200,0
2026-06-28 02:15:00,59937.84,60007.17,59923.11,59955.15,1909,1200,0
2026-06-28 02:20:00,59944.35,59957.89,59842.54,59907.7,2212,1200,0
2026-06-28 02:25:00,59906.34,59928.73,59860.34,59885.63,1205,1200,0
2026-06-28 02:30:00,59885.22,59955.82,59863.49,59955.82,1361,1200,0
2026-06-28 02:35:00,59955.83,59972.82,59894.98,59961.89,1079,1200,0
2026-06-28 02:40:00,59972.69,60005.75,59940.06,59965.84,941,1200,0
2026-06-28 02:45:00,59965.81,59997.62,59927.49,59976.95,877,1200,0
2026-06-28 02:50:00,59976.93,59999.62,59948.39,59985.63,943,1200,0
2026-06-28 02:55:00,59985.66,59985.66,59905.5,59936.53,1227,1200,0
2026-06-28 03:00:00,59936.53,59991.12,59909.9,59948.78,1191,1200,0
2026-06-28 03:05:00,59948.77,60057.48,59933.73,60039.72,1281,1200,0
2026-06-28 03:10:00,60039.72,60048.5,59999.13,60042.02,1220,1200,0
2026-06-28 03:15:00,60042.01,60085.45,60024.96,60061.36,856,1200,0
2026-06-28 03:20:00,60061.37,60085.68,60035.46,60078.53,774,1200,0
2026-06-28 03:25:00,60067.73,60102.14,60055.5,60079.82,1193,1200,0
2026-06-28 03:30:00,60079.82,60086.6,60037.78,60050.99,697,1200,0
2026-06-28 03:35:00,60050.99,60087.42,59974.19,60070.85,961,1200,0
2026-06-28 03:40:00,60070.92,60100.29,60033.96,60086.08,823,1200,0
2026-06-28 03:45:00,60086.08,60106.43,60035.96,60079.6,810,1200,0
2026-06-28 03:50:00,60079.14,60083.31,60038.33,60070.01,804,1200,0
2026-06-28 03:55:00,60070.01,60097.75,60030.86,60049.89,677,1200,0
2026-06-28 04:00:00,60049.72,60079.97,59932.66,59959.89,1000,1200,0
2026-06-28 04:05:00,59959.91,59967.83,59876.67,59935.29,1353,1200,0
2026-06-28 04:10:00,59935.27,59994.18,59911.33,59994.18,974,1200,0
2026-06-28 04:15:00,59994.25,60054.43,59960.93,59994.77,991,1200,0
2026-06-28 04:20:00,59994.77,60086.38,59994.77,60085.59,1014,1200,0
2026-06-28 04:25:00,60074.79,60156.52,60072.23,60104.04,928,1200,0
2026-06-28 04:30:00,60114.84,60146.22,60084.4,60139.22,967,1200,0
2026-06-28 04:35:00,60128.42,60165.67,60110.67,60134.22,730,1200,0
2026-06-28 04:40:00,60134.23,60191.92,60114.03,60156.75,916,1200,0
2026-06-28 04:45:00,60156.68,60185.58,60130.9,60133.4,621,1200,0
2026-06-28 04:50:00,60133.39,60171.29,60106.18,60106.22,682,1200,0
2026-06-28 04:55:00,60106.22,60141.28,60097.91,60118.65,646,1200,0
2026-06-28 05:00:00,60118.63,60184.5,60117.12,60165.12,800,1200,0
